"Treatment","Tank","Week","Year","r_d","smap_coef","Recipient","Donor"
"Fipro","Fipro1",10,2019,"c_0",-0.0766401467623221,"Pred.S1","0"
"Fipro","Fipro1",12,2019,"c_0",-0.0704207321684856,"Pred.S1","0"
"Fipro","Fipro1",14,2019,"c_0",-0.0751740313785974,"Pred.S1","0"
"Fipro","Fipro1",16,2019,"c_0",-0.0721792210915432,"Pred.S1","0"
"Fipro","Fipro1",18,2019,"c_0",-0.074718836769654,"Pred.S1","0"
"Fipro","Fipro1",20,2019,"c_0",-0.0743855078050336,"Pred.S1","0"
"Fipro","Fipro2",2,2019,"c_0",NA,"Pred.S1","0"
"Fipro","Fipro2",4,2019,"c_0",NA,"Pred.S1","0"
"Fipro","Fipro2",6,2019,"c_0",NA,"Pred.S1","0"
"Fipro","Fipro2",8,2019,"c_0",-0.0735223686518737,"Pred.S1","0"
"Fipro","Fipro2",10,2019,"c_0",-0.0658900413484843,"Pred.S1","0"
"Fipro","Fipro2",12,2019,"c_0",-0.0709025556255971,"Pred.S1","0"
"Fipro","Fipro2",14,2019,"c_0",-0.0706277383077024,"Pred.S1","0"
"Fipro","Fipro2",16,2019,"c_0",-0.0707197066368081,"Pred.S1","0"
"Fipro","Fipro2",18,2019,"c_0",-0.0714099051256837,"Pred.S1","0"
"Fipro","Fipro2",20,2019,"c_0",-0.0743855078050336,"Pred.S1","0"
"Pent","Pent1",2,2019,"c_0",NA,"Pred.S1","0"
"Pent","Pent1",4,2019,"c_0",NA,"Pred.S1","0"
"Pent","Pent1",6,2019,"c_0",NA,"Pred.S1","0"
"Pent","Pent1",8,2019,"c_0",-0.0740692336773414,"Pred.S1","0"
"Pent","Pent1",10,2019,"c_0",-0.0730038968791214,"Pred.S1","0"
"Pent","Pent1",12,2019,"c_0",-0.0700820611427191,"Pred.S1","0"
"Pent","Pent1",14,2019,"c_0",-0.0731562698662648,"Pred.S1","0"
"Pent","Pent1",16,2019,"c_0",-0.0791618031800548,"Pred.S1","0"
"Pent","Pent1",18,2019,"c_0",-0.0716359583248892,"Pred.S1","0"
"Pent","Pent1",20,2019,"c_0",-0.0743855078050336,"Pred.S1","0"
"Pent","Pent2",2,2019,"c_0",NA,"Pred.S1","0"
"Pent","Pent2",4,2019,"c_0",NA,"Pred.S1","0"
"Pent","Pent2",6,2019,"c_0",NA,"Pred.S1","0"
"Pent","Pent2",8,2019,"c_0",-0.0739469753361235,"Pred.S1","0"
"Pent","Pent2",10,2019,"c_0",-0.0718065853520751,"Pred.S1","0"
"Pent","Pent2",12,2019,"c_0",-0.0809866843004878,"Pred.S1","0"
"Pent","Pent2",14,2019,"c_0",-0.0663381999837362,"Pred.S1","0"
"Pent","Pent2",16,2019,"c_0",-0.0700983775434554,"Pred.S1","0"
"Pent","Pent2",18,2019,"c_0",-0.0721772282407381,"Pred.S1","0"
"Pent","Pent2",20,2019,"c_0",-0.0743855078050336,"Pred.S1","0"
"Joint","Joint1",2,2019,"c_0",NA,"Pred.S1","0"
"Joint","Joint1",4,2019,"c_0",NA,"Pred.S1","0"
"Joint","Joint1",6,2019,"c_0",NA,"Pred.S1","0"
"Joint","Joint1",8,2019,"c_0",-0.0803322320234746,"Pred.S1","0"
"Joint","Joint1",10,2019,"c_0",-0.0802004729874407,"Pred.S1","0"
"Joint","Joint1",12,2019,"c_0",-0.0758245049540037,"Pred.S1","0"
"Joint","Joint1",14,2019,"c_0",-0.0764027766152164,"Pred.S1","0"
"Joint","Joint1",16,2019,"c_0",-0.0738464445858911,"Pred.S1","0"
"Joint","Joint1",18,2019,"c_0",-0.071069018309783,"Pred.S1","0"
"Joint","Joint1",20,2019,"c_0",-0.0743855078050336,"Pred.S1","0"
"Joint","Joint2",2,2019,"c_0",NA,"Pred.S1","0"
"Joint","Joint2",4,2019,"c_0",NA,"Pred.S1","0"
"Joint","Joint2",6,2019,"c_0",NA,"Pred.S1","0"
"Joint","Joint2",8,2019,"c_0",-0.0766872598548194,"Pred.S1","0"
"Joint","Joint2",10,2019,"c_0",-0.0694313174197376,"Pred.S1","0"
"Joint","Joint2",12,2019,"c_0",-0.0727812391246998,"Pred.S1","0"
"Joint","Joint2",14,2019,"c_0",-0.072575985681878,"Pred.S1","0"
"Joint","Joint2",16,2019,"c_0",-0.0729524144425689,"Pred.S1","0"
"Joint","Joint2",18,2019,"c_0",-0.0724750544452173,"Pred.S1","0"
"Joint","Joint2",20,2019,"c_0",-0.0743855078050336,"Pred.S1","0"
"Cont","Cont1",2,2017,"c_1",-0.156457244583769,"Moll1","Moll1"
"Cont","Cont1",4,2017,"c_1",-0.187259124800423,"Moll1","Moll1"
"Cont","Cont1",6,2017,"c_1",-0.277952294038889,"Moll1","Moll1"
"Cont","Cont1",8,2017,"c_1",-0.218348959885459,"Moll1","Moll1"
"Cont","Cont1",10,2017,"c_1",-0.395690517751881,"Moll1","Moll1"
"Cont","Cont1",12,2017,"c_1",-0.529768896511487,"Moll1","Moll1"
"Cont","Cont1",14,2017,"c_1",-0.21557608529549,"Moll1","Moll1"
"Cont","Cont1",16,2017,"c_1",-0.254545614270958,"Moll1","Moll1"
"Cont","Cont1",18,2017,"c_1",-0.261842724948018,"Moll1","Moll1"
"Cont","Cont1",20,2017,"c_1",-0.240307667094296,"Moll1","Moll1"
"Cont","Cont2",2,2017,"c_1",-0.2099459896338,"Moll1","Moll1"
"Cont","Cont2",4,2017,"c_1",-0.292867835847235,"Moll1","Moll1"
"Cont","Cont2",6,2017,"c_1",-0.249839144123019,"Moll1","Moll1"
"Cont","Cont2",8,2017,"c_1",-0.401096429113817,"Moll1","Moll1"
"Cont","Cont2",10,2017,"c_1",-0.318700681677943,"Moll1","Moll1"
"Cont","Cont2",12,2017,"c_1",-0.150593839635139,"Moll1","Moll1"
"Cont","Cont2",14,2017,"c_1",-0.178013674034488,"Moll1","Moll1"
"Cont","Cont2",16,2017,"c_1",-0.14170802382892,"Moll1","Moll1"
"Cont","Cont2",18,2017,"c_1",-0.0222655542748236,"Moll1","Moll1"
"Cont","Cont2",20,2017,"c_1",-0.200370346915451,"Moll1","Moll1"
"Fipro","Fipro1",2,2017,"c_1",-0.109989885832345,"Moll1","Moll1"
"Fipro","Fipro1",4,2017,"c_1",-0.0811364234498224,"Moll1","Moll1"
"Fipro","Fipro1",6,2017,"c_1",-0.0292104020840432,"Moll1","Moll1"
"Fipro","Fipro1",8,2017,"c_1",-0.0949534209980092,"Moll1","Moll1"
"Fipro","Fipro1",10,2017,"c_1",-0.0532791189009137,"Moll1","Moll1"
"Fipro","Fipro1",12,2017,"c_1",-0.146569248752408,"Moll1","Moll1"
"Fipro","Fipro1",14,2017,"c_1",-0.149864550866165,"Moll1","Moll1"
"Fipro","Fipro1",16,2017,"c_1",-0.331790200360046,"Moll1","Moll1"
"Fipro","Fipro1",18,2017,"c_1",-0.305557800743954,"Moll1","Moll1"
"Fipro","Fipro1",20,2017,"c_1",-0.294966052993572,"Moll1","Moll1"
"Fipro","Fipro2",2,2017,"c_1",-0.268352377388294,"Moll1","Moll1"
"Fipro","Fipro2",4,2017,"c_1",-0.0910823795172159,"Moll1","Moll1"
"Fipro","Fipro2",6,2017,"c_1",-0.308311114748122,"Moll1","Moll1"
"Fipro","Fipro2",8,2017,"c_1",-0.019362491239609,"Moll1","Moll1"
"Fipro","Fipro2",10,2017,"c_1",-0.10651111867785,"Moll1","Moll1"
"Fipro","Fipro2",12,2017,"c_1",-0.155788345044363,"Moll1","Moll1"
"Fipro","Fipro2",14,2017,"c_1",-0.340321008087816,"Moll1","Moll1"
"Fipro","Fipro2",16,2017,"c_1",-0.381870755366892,"Moll1","Moll1"
"Fipro","Fipro2",18,2017,"c_1",-0.228023989687505,"Moll1","Moll1"
"Fipro","Fipro2",20,2017,"c_1",-0.132124590507805,"Moll1","Moll1"
"Pent","Pent1",2,2017,"c_1",-0.46685676697207,"Moll1","Moll1"
"Pent","Pent1",4,2017,"c_1",-0.391126508676323,"Moll1","Moll1"
"Pent","Pent1",6,2017,"c_1",-0.223549761055602,"Moll1","Moll1"
"Pent","Pent1",8,2017,"c_1",-0.429778619804161,"Moll1","Moll1"
"Pent","Pent1",10,2017,"c_1",-0.197346353466989,"Moll1","Moll1"
"Pent","Pent1",12,2017,"c_1",-0.150085237593232,"Moll1","Moll1"
"Pent","Pent1",14,2017,"c_1",-0.11014055841061,"Moll1","Moll1"
"Pent","Pent1",16,2017,"c_1",-0.246532606425226,"Moll1","Moll1"
"Pent","Pent1",18,2017,"c_1",-0.165386937190264,"Moll1","Moll1"
"Pent","Pent1",20,2017,"c_1",-0.123380835387642,"Moll1","Moll1"
"Pent","Pent2",2,2017,"c_1",-0.213715747058262,"Moll1","Moll1"
"Pent","Pent2",4,2017,"c_1",-0.402070582316849,"Moll1","Moll1"
"Pent","Pent2",6,2017,"c_1",-0.442576933915681,"Moll1","Moll1"
"Pent","Pent2",8,2017,"c_1",-0.340164047570645,"Moll1","Moll1"
"Pent","Pent2",10,2017,"c_1",-0.30585957676083,"Moll1","Moll1"
"Pent","Pent2",12,2017,"c_1",-0.326128879741688,"Moll1","Moll1"
"Pent","Pent2",14,2017,"c_1",-0.223317823837111,"Moll1","Moll1"
"Pent","Pent2",16,2017,"c_1",-0.271591179876008,"Moll1","Moll1"
"Pent","Pent2",18,2017,"c_1",-0.252012591073574,"Moll1","Moll1"
"Pent","Pent2",20,2017,"c_1",-0.129650139672083,"Moll1","Moll1"
"Joint","Joint1",2,2017,"c_1",-0.272404497127533,"Moll1","Moll1"
"Joint","Joint1",4,2017,"c_1",-0.228873830631104,"Moll1","Moll1"
"Joint","Joint1",6,2017,"c_1",-0.100113128201037,"Moll1","Moll1"
"Joint","Joint1",8,2017,"c_1",-0.176687578795111,"Moll1","Moll1"
"Joint","Joint1",10,2017,"c_1",-0.223213884886011,"Moll1","Moll1"
"Joint","Joint1",12,2017,"c_1",-0.206809496123671,"Moll1","Moll1"
"Joint","Joint1",14,2017,"c_1",-0.145315074449564,"Moll1","Moll1"
"Joint","Joint1",16,2017,"c_1",-0.200262724409996,"Moll1","Moll1"
"Joint","Joint1",18,2017,"c_1",-0.202959471806772,"Moll1","Moll1"
"Joint","Joint1",20,2017,"c_1",-0.135500822191668,"Moll1","Moll1"
"Joint","Joint2",2,2017,"c_1",-0.111884511439146,"Moll1","Moll1"
"Joint","Joint2",4,2017,"c_1",-0.295280646672655,"Moll1","Moll1"
"Joint","Joint2",6,2017,"c_1",-0.139884300377569,"Moll1","Moll1"
"Joint","Joint2",8,2017,"c_1",-0.201238103984899,"Moll1","Moll1"
"Joint","Joint2",10,2017,"c_1",-0.172992087462241,"Moll1","Moll1"
"Joint","Joint2",12,2017,"c_1",-0.128365353876681,"Moll1","Moll1"
"Joint","Joint2",14,2017,"c_1",-0.114129383683949,"Moll1","Moll1"
"Joint","Joint2",16,2017,"c_1",-0.196800085507283,"Moll1","Moll1"
"Joint","Joint2",18,2017,"c_1",-0.170826350721232,"Moll1","Moll1"
"Joint","Joint2",20,2017,"c_1",-0.140771856861063,"Moll1","Moll1"
"Cont","Cont1",2,2018,"c_1",-0.18788286181941,"Moll1","Moll1"
"Cont","Cont1",4,2018,"c_1",-0.335679473073847,"Moll1","Moll1"
"Cont","Cont1",6,2018,"c_1",-0.494254862929374,"Moll1","Moll1"
"Cont","Cont1",8,2018,"c_1",-0.398650075025265,"Moll1","Moll1"
"Cont","Cont1",10,2018,"c_1",-0.36192862402511,"Moll1","Moll1"
"Cont","Cont1",12,2018,"c_1",-0.3276276123876,"Moll1","Moll1"
"Cont","Cont1",14,2018,"c_1",-0.314579306240208,"Moll1","Moll1"
"Cont","Cont1",16,2018,"c_1",-0.226602770015098,"Moll1","Moll1"
"Cont","Cont1",18,2018,"c_1",-0.268982436007341,"Moll1","Moll1"
"Cont","Cont1",20,2018,"c_1",-0.264934745250651,"Moll1","Moll1"
"Cont","Cont2",2,2018,"c_1",-0.272719368497475,"Moll1","Moll1"
"Cont","Cont2",4,2018,"c_1",-0.30584284407662,"Moll1","Moll1"
"Cont","Cont2",6,2018,"c_1",-0.40837777015555,"Moll1","Moll1"
"Cont","Cont2",8,2018,"c_1",-0.356844086623622,"Moll1","Moll1"
"Cont","Cont2",10,2018,"c_1",-0.218547044530209,"Moll1","Moll1"
"Cont","Cont2",12,2018,"c_1",-0.228613799383587,"Moll1","Moll1"
"Cont","Cont2",14,2018,"c_1",-0.276944563739564,"Moll1","Moll1"
"Cont","Cont2",16,2018,"c_1",-0.263584087877395,"Moll1","Moll1"
"Cont","Cont2",18,2018,"c_1",-0.333133335833338,"Moll1","Moll1"
"Cont","Cont2",20,2018,"c_1",-0.230993264505041,"Moll1","Moll1"
"Fipro","Fipro1",2,2018,"c_1",-0.317345526258287,"Moll1","Moll1"
"Fipro","Fipro1",4,2018,"c_1",-0.36044954128674,"Moll1","Moll1"
"Fipro","Fipro1",6,2018,"c_1",-0.668613784709091,"Moll1","Moll1"
"Fipro","Fipro1",8,2018,"c_1",-0.206452540130971,"Moll1","Moll1"
"Fipro","Fipro1",10,2018,"c_1",-0.421015269156604,"Moll1","Moll1"
"Fipro","Fipro1",12,2018,"c_1",-0.285111753553651,"Moll1","Moll1"
"Fipro","Fipro1",14,2018,"c_1",-0.244621897458241,"Moll1","Moll1"
"Fipro","Fipro1",16,2018,"c_1",-0.181313398196143,"Moll1","Moll1"
"Fipro","Fipro1",18,2018,"c_1",-0.226711209326192,"Moll1","Moll1"
"Fipro","Fipro1",20,2018,"c_1",-0.195182962237419,"Moll1","Moll1"
"Fipro","Fipro2",2,2018,"c_1",-0.133151515652267,"Moll1","Moll1"
"Fipro","Fipro2",4,2018,"c_1",-0.357157625709382,"Moll1","Moll1"
"Fipro","Fipro2",6,2018,"c_1",-0.185210259955302,"Moll1","Moll1"
"Fipro","Fipro2",8,2018,"c_1",-0.238099900836832,"Moll1","Moll1"
"Fipro","Fipro2",10,2018,"c_1",-0.184013626949081,"Moll1","Moll1"
"Fipro","Fipro2",12,2018,"c_1",-0.219498269797101,"Moll1","Moll1"
"Fipro","Fipro2",14,2018,"c_1",-0.221064787708964,"Moll1","Moll1"
"Fipro","Fipro2",16,2018,"c_1",-0.254634809254111,"Moll1","Moll1"
"Fipro","Fipro2",18,2018,"c_1",-0.258215433415812,"Moll1","Moll1"
"Fipro","Fipro2",20,2018,"c_1",-0.14644096532497,"Moll1","Moll1"
"Pent","Pent1",2,2018,"c_1",-0.0982517931297253,"Moll1","Moll1"
"Pent","Pent1",4,2018,"c_1",-0.46377919344123,"Moll1","Moll1"
"Pent","Pent1",6,2018,"c_1",-0.284189356373912,"Moll1","Moll1"
"Pent","Pent1",8,2018,"c_1",-0.422987631972676,"Moll1","Moll1"
"Pent","Pent1",10,2018,"c_1",-0.312486983789369,"Moll1","Moll1"
"Pent","Pent1",12,2018,"c_1",-0.259007773545751,"Moll1","Moll1"
"Pent","Pent1",14,2018,"c_1",-0.27433212242299,"Moll1","Moll1"
"Pent","Pent1",16,2018,"c_1",-0.125252713055171,"Moll1","Moll1"
"Pent","Pent1",18,2018,"c_1",-0.155759790052012,"Moll1","Moll1"
"Pent","Pent1",20,2018,"c_1",-0.216408337805515,"Moll1","Moll1"
"Pent","Pent2",2,2018,"c_1",-0.207565503235323,"Moll1","Moll1"
"Pent","Pent2",4,2018,"c_1",-0.233410497264014,"Moll1","Moll1"
"Pent","Pent2",6,2018,"c_1",-0.388824281319374,"Moll1","Moll1"
"Pent","Pent2",8,2018,"c_1",-0.386212643449112,"Moll1","Moll1"
"Pent","Pent2",10,2018,"c_1",-0.462041259139289,"Moll1","Moll1"
"Pent","Pent2",12,2018,"c_1",-0.3378275297666,"Moll1","Moll1"
"Pent","Pent2",14,2018,"c_1",-0.279737619370647,"Moll1","Moll1"
"Pent","Pent2",16,2018,"c_1",-0.205748619507735,"Moll1","Moll1"
"Pent","Pent2",18,2018,"c_1",-0.249037036833088,"Moll1","Moll1"
"Pent","Pent2",20,2018,"c_1",-0.242466894301788,"Moll1","Moll1"
"Joint","Joint1",2,2018,"c_1",-0.186135454866866,"Moll1","Moll1"
"Joint","Joint1",4,2018,"c_1",-0.189294567418707,"Moll1","Moll1"
"Joint","Joint1",6,2018,"c_1",-0.2573362278278,"Moll1","Moll1"
"Joint","Joint1",8,2018,"c_1",-0.153915334356728,"Moll1","Moll1"
"Joint","Joint1",10,2018,"c_1",-0.129093709993951,"Moll1","Moll1"
"Joint","Joint1",12,2018,"c_1",-0.120798285068418,"Moll1","Moll1"
"Joint","Joint1",14,2018,"c_1",-0.371869719904217,"Moll1","Moll1"
"Joint","Joint1",16,2018,"c_1",-0.09059624245227,"Moll1","Moll1"
"Joint","Joint1",18,2018,"c_1",-0.217553630975882,"Moll1","Moll1"
"Joint","Joint1",20,2018,"c_1",-0.197440401151213,"Moll1","Moll1"
"Joint","Joint2",2,2018,"c_1",-0.166274890313453,"Moll1","Moll1"
"Joint","Joint2",4,2018,"c_1",-0.201820146597519,"Moll1","Moll1"
"Joint","Joint2",6,2018,"c_1",-0.188971897583245,"Moll1","Moll1"
"Joint","Joint2",8,2018,"c_1",-0.265635720929025,"Moll1","Moll1"
"Joint","Joint2",10,2018,"c_1",-0.209213817494006,"Moll1","Moll1"
"Joint","Joint2",12,2018,"c_1",-0.189222207273002,"Moll1","Moll1"
"Joint","Joint2",14,2018,"c_1",-0.155165549300308,"Moll1","Moll1"
"Joint","Joint2",16,2018,"c_1",-0.213145902140465,"Moll1","Moll1"
"Joint","Joint2",18,2018,"c_1",-0.166381665868496,"Moll1","Moll1"
"Joint","Joint2",20,2018,"c_1",-0.176081850093008,"Moll1","Moll1"
"Cont","Cont1",2,2019,"c_1",-0.807938314499871,"Moll1","Moll1"
"Cont","Cont1",4,2019,"c_1",-0.398350001585085,"Moll1","Moll1"
"Cont","Cont1",6,2019,"c_1",-0.246569814665777,"Moll1","Moll1"
"Cont","Cont1",8,2019,"c_1",-0.209320597478686,"Moll1","Moll1"
"Cont","Cont1",10,2019,"c_1",-0.315430863604493,"Moll1","Moll1"
"Cont","Cont1",12,2019,"c_1",-0.340482637974205,"Moll1","Moll1"
"Cont","Cont1",14,2019,"c_1",-0.204698687476706,"Moll1","Moll1"
"Cont","Cont1",16,2019,"c_1",-0.280936689759479,"Moll1","Moll1"
"Cont","Cont1",18,2019,"c_1",-0.34201228288205,"Moll1","Moll1"
"Cont","Cont1",20,2019,"c_1",-0.187911750473037,"Moll1","Moll1"
"Cont","Cont2",2,2019,"c_1",-0.329847889974638,"Moll1","Moll1"
"Cont","Cont2",4,2019,"c_1",-0.322900569054841,"Moll1","Moll1"
"Cont","Cont2",6,2019,"c_1",-0.252515167608275,"Moll1","Moll1"
"Cont","Cont2",8,2019,"c_1",-0.265680207049615,"Moll1","Moll1"
"Cont","Cont2",10,2019,"c_1",-0.525655883620402,"Moll1","Moll1"
"Cont","Cont2",12,2019,"c_1",-0.84703411807546,"Moll1","Moll1"
"Cont","Cont2",14,2019,"c_1",-0.408634740137534,"Moll1","Moll1"
"Cont","Cont2",16,2019,"c_1",-0.302389362127681,"Moll1","Moll1"
"Cont","Cont2",18,2019,"c_1",-0.228241142901901,"Moll1","Moll1"
"Cont","Cont2",20,2019,"c_1",-0.192654515754435,"Moll1","Moll1"
"Fipro","Fipro1",2,2019,"c_1",-0.17771119373039,"Moll1","Moll1"
"Fipro","Fipro1",4,2019,"c_1",-0.231153902382222,"Moll1","Moll1"
"Fipro","Fipro1",6,2019,"c_1",-0.272936071830143,"Moll1","Moll1"
"Fipro","Fipro1",8,2019,"c_1",-0.573650400069258,"Moll1","Moll1"
"Fipro","Fipro1",10,2019,"c_1",-0.956091266583969,"Moll1","Moll1"
"Fipro","Fipro1",12,2019,"c_1",-0.956566063770454,"Moll1","Moll1"
"Fipro","Fipro1",14,2019,"c_1",-0.298307682776089,"Moll1","Moll1"
"Fipro","Fipro1",16,2019,"c_1",-0.246642858613944,"Moll1","Moll1"
"Fipro","Fipro1",18,2019,"c_1",-0.179274863349695,"Moll1","Moll1"
"Fipro","Fipro1",20,2019,"c_1",-0.156371247193291,"Moll1","Moll1"
"Fipro","Fipro2",2,2019,"c_1",-0.112112731274194,"Moll1","Moll1"
"Fipro","Fipro2",4,2019,"c_1",-0.164025399644445,"Moll1","Moll1"
"Fipro","Fipro2",6,2019,"c_1",-0.234337631460504,"Moll1","Moll1"
"Fipro","Fipro2",8,2019,"c_1",-0.258233013242472,"Moll1","Moll1"
"Fipro","Fipro2",10,2019,"c_1",-0.465624785511379,"Moll1","Moll1"
"Fipro","Fipro2",12,2019,"c_1",-0.170983897828541,"Moll1","Moll1"
"Fipro","Fipro2",14,2019,"c_1",-0.204096890492099,"Moll1","Moll1"
"Fipro","Fipro2",16,2019,"c_1",-0.235630166276781,"Moll1","Moll1"
"Fipro","Fipro2",18,2019,"c_1",-0.117903336817338,"Moll1","Moll1"
"Fipro","Fipro2",20,2019,"c_1",-0.180264105641123,"Moll1","Moll1"
"Pent","Pent1",2,2019,"c_1",-0.27182598097429,"Moll1","Moll1"
"Pent","Pent1",4,2019,"c_1",-0.162934572462531,"Moll1","Moll1"
"Pent","Pent1",6,2019,"c_1",-0.223746123087617,"Moll1","Moll1"
"Pent","Pent1",8,2019,"c_1",-0.240738762375188,"Moll1","Moll1"
"Pent","Pent1",10,2019,"c_1",-0.142464580365443,"Moll1","Moll1"
"Pent","Pent1",12,2019,"c_1",-0.314876973651711,"Moll1","Moll1"
"Pent","Pent1",14,2019,"c_1",-0.250062732738758,"Moll1","Moll1"
"Pent","Pent1",16,2019,"c_1",-0.287590510829137,"Moll1","Moll1"
"Pent","Pent1",18,2019,"c_1",-0.297485308694393,"Moll1","Moll1"
"Pent","Pent1",20,2019,"c_1",-0.212167119810484,"Moll1","Moll1"
"Pent","Pent2",2,2019,"c_1",-0.0976648521245074,"Moll1","Moll1"
"Pent","Pent2",4,2019,"c_1",-0.154965359600629,"Moll1","Moll1"
"Pent","Pent2",6,2019,"c_1",-0.155847868664871,"Moll1","Moll1"
"Pent","Pent2",8,2019,"c_1",-0.324118014373992,"Moll1","Moll1"
"Pent","Pent2",10,2019,"c_1",-0.235182255086864,"Moll1","Moll1"
"Pent","Pent2",12,2019,"c_1",-0.190795471247305,"Moll1","Moll1"
"Pent","Pent2",14,2019,"c_1",-0.184896595592793,"Moll1","Moll1"
"Pent","Pent2",16,2019,"c_1",-0.113379620724937,"Moll1","Moll1"
"Pent","Pent2",18,2019,"c_1",-0.43377905977413,"Moll1","Moll1"
"Pent","Pent2",20,2019,"c_1",-0.183025997468203,"Moll1","Moll1"
"Joint","Joint1",2,2019,"c_1",-0.189133349601712,"Moll1","Moll1"
"Joint","Joint1",4,2019,"c_1",-0.166427699276543,"Moll1","Moll1"
"Joint","Joint1",6,2019,"c_1",-0.23218224863731,"Moll1","Moll1"
"Joint","Joint1",8,2019,"c_1",-0.177147021778257,"Moll1","Moll1"
"Joint","Joint1",10,2019,"c_1",-0.378259570596328,"Moll1","Moll1"
"Joint","Joint1",12,2019,"c_1",-0.656790440024434,"Moll1","Moll1"
"Joint","Joint1",14,2019,"c_1",-0.459869611585647,"Moll1","Moll1"
"Joint","Joint1",16,2019,"c_1",-0.212608861578709,"Moll1","Moll1"
"Joint","Joint1",18,2019,"c_1",-0.151772137194375,"Moll1","Moll1"
"Joint","Joint1",20,2019,"c_1",-0.0981624754714182,"Moll1","Moll1"
"Joint","Joint2",2,2019,"c_1",-0.138110168200836,"Moll1","Moll1"
"Joint","Joint2",4,2019,"c_1",-0.190759310798214,"Moll1","Moll1"
"Joint","Joint2",6,2019,"c_1",-0.15106575732803,"Moll1","Moll1"
"Joint","Joint2",8,2019,"c_1",-0.149450608939893,"Moll1","Moll1"
"Joint","Joint2",10,2019,"c_1",-0.105488411230059,"Moll1","Moll1"
"Joint","Joint2",12,2019,"c_1",-0.26015860388262,"Moll1","Moll1"
"Joint","Joint2",14,2019,"c_1",-0.177222489692527,"Moll1","Moll1"
"Joint","Joint2",16,2019,"c_1",-0.192477606364506,"Moll1","Moll1"
"Joint","Joint2",18,2019,"c_1",-0.172974882934134,"Moll1","Moll1"
"Joint","Joint2",20,2019,"c_1",-0.229752796004107,"Moll1","Moll1"
"Cont","Cont1",2,2017,"c_2",0.0748360973816662,"Moll1","Roti1"
"Cont","Cont1",4,2017,"c_2",0.07999329257539,"Moll1","Roti1"
"Cont","Cont1",6,2017,"c_2",-0.126725067990081,"Moll1","Roti1"
"Cont","Cont1",8,2017,"c_2",0.0476031842584966,"Moll1","Roti1"
"Cont","Cont1",10,2017,"c_2",-0.186273424303358,"Moll1","Roti1"
"Cont","Cont1",12,2017,"c_2",-0.145332373722151,"Moll1","Roti1"
"Cont","Cont1",14,2017,"c_2",0.000451968525809973,"Moll1","Roti1"
"Cont","Cont1",16,2017,"c_2",-0.0382567875437344,"Moll1","Roti1"
"Cont","Cont1",18,2017,"c_2",-0.0112704041367759,"Moll1","Roti1"
"Cont","Cont1",20,2017,"c_2",0.0711838107604564,"Moll1","Roti1"
"Cont","Cont2",2,2017,"c_2",0.0834333857415112,"Moll1","Roti1"
"Cont","Cont2",4,2017,"c_2",0.0175503460536675,"Moll1","Roti1"
"Cont","Cont2",6,2017,"c_2",0.0699698936774453,"Moll1","Roti1"
"Cont","Cont2",8,2017,"c_2",-0.0451653149178233,"Moll1","Roti1"
"Cont","Cont2",10,2017,"c_2",-0.154405134584319,"Moll1","Roti1"
"Cont","Cont2",12,2017,"c_2",0.100776283062902,"Moll1","Roti1"
"Cont","Cont2",14,2017,"c_2",0.112556491886017,"Moll1","Roti1"
"Cont","Cont2",16,2017,"c_2",-0.0121981054844869,"Moll1","Roti1"
"Cont","Cont2",18,2017,"c_2",0.0348004932484337,"Moll1","Roti1"
"Cont","Cont2",20,2017,"c_2",0.0475401341218223,"Moll1","Roti1"
"Fipro","Fipro1",2,2017,"c_2",0.121356170461237,"Moll1","Roti1"
"Fipro","Fipro1",4,2017,"c_2",-0.016104688395123,"Moll1","Roti1"
"Fipro","Fipro1",6,2017,"c_2",0.0225197524519148,"Moll1","Roti1"
"Fipro","Fipro1",8,2017,"c_2",-0.00909211495554919,"Moll1","Roti1"
"Fipro","Fipro1",10,2017,"c_2",0.0103768195436735,"Moll1","Roti1"
"Fipro","Fipro1",12,2017,"c_2",0.0214085402032129,"Moll1","Roti1"
"Fipro","Fipro1",14,2017,"c_2",0.104795534005845,"Moll1","Roti1"
"Fipro","Fipro1",16,2017,"c_2",0.0683509392853287,"Moll1","Roti1"
"Fipro","Fipro1",18,2017,"c_2",0.0602496303773067,"Moll1","Roti1"
"Fipro","Fipro1",20,2017,"c_2",0.136023579012712,"Moll1","Roti1"
"Fipro","Fipro2",2,2017,"c_2",0.193045966285974,"Moll1","Roti1"
"Fipro","Fipro2",4,2017,"c_2",-0.0133269633553595,"Moll1","Roti1"
"Fipro","Fipro2",6,2017,"c_2",-0.0549022488108325,"Moll1","Roti1"
"Fipro","Fipro2",8,2017,"c_2",0.071391021404,"Moll1","Roti1"
"Fipro","Fipro2",10,2017,"c_2",0.0445752911075169,"Moll1","Roti1"
"Fipro","Fipro2",12,2017,"c_2",0.11272576666161,"Moll1","Roti1"
"Fipro","Fipro2",14,2017,"c_2",0.157586650639815,"Moll1","Roti1"
"Fipro","Fipro2",16,2017,"c_2",0.058294700359535,"Moll1","Roti1"
"Fipro","Fipro2",18,2017,"c_2",0.117666552861949,"Moll1","Roti1"
"Fipro","Fipro2",20,2017,"c_2",0.0399703647874912,"Moll1","Roti1"
"Pent","Pent1",2,2017,"c_2",0.0628818156159726,"Moll1","Roti1"
"Pent","Pent1",4,2017,"c_2",0.114381961665297,"Moll1","Roti1"
